"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
enr_marital,enrollment,,radio,"Marital Status","1, single | 2, married | 3, divorced | 4, widowed | 5, separated",,,,,,,,,,,,
enr_occupation,enrollment,,radio,Occupation,"1, Civil Servant | 2, Public Servant | 3, Business | 4, Farmer | 5, Student | 6, Military / paramilitary | 7, Artisan | 8, Trader | 9, Unemployed | 99, Other",,,,,,,,,,,,
enr_occupation_oth,enrollment,,text,"If Other, Please specify",,,,,,,"[enr_occupation] = '99'",,,,,,
enr_edu,enrollment,,radio,"Highest Level of Education Completed","0, No formal education | 1, Primary | 2, Secondary | 3, Tertiary",,,,,,,,,,,,
enr_income_y,enrollment,,radio,"Would you be able to provide your income for the last 12 months?","1, Yes | 2, I don't know / not sure | 3, Decline to respond",,,,,,,,,,,,
enr_income,enrollment,,radio,"What is your estimated total annual combined family income in Nigeria Naira for your household for the past 12 months?","1, Below N100,000 per annum | 2, N100,000-N1,000,000 per annum | 3, Above N1,000,000 per annum",,,,,,"[enr_income_y] = '1'",,,,,,
enr_rep_preg,enrollment,"Reproductive History",radio,"Have you ever been pregnant?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
enr_rep_age,enrollment,,text,"How old were you when you first became pregnant?",,"age in years",integer,10,50,,"[enr_rep_preg] = '1'",,RH,,,,
enr_rep_preg_ct,enrollment,,radio,"How many times have you been pregnant? Please include stillbirths, miscarriages, abortions, tubal or ectopic pregnancies, and live births.","1, 1 | 2, 2 | 3, 3-4 | 4, 5-9 | 5, 10 or more",,,,,,"[enr_rep_preg] = '1'",,,,,,
enr_rep_preg_live,enrollment,,radio,"How many of your pregnancies resulted in live birth(s)?","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 or more",,,,,,"[enr_rep_preg] = '1'",,,,,,
enr_rep_preg_live_age,enrollment,,text,"What was your age at the birth of your first live born child?",,"age in years",integer,10,50,,"[enr_rep_preg_live] = '1' or [enr_rep_preg_live] = '2' or [enr_rep_preg_live] = '2' or [enr_rep_preg_live] = '3' or [enr_rep_preg_live] = '4' or [enr_rep_preg_live] = '5' or [enr_rep_preg_live] = '6' or [enr_rep_preg_live] = '7' or [enr_rep_preg_live] = '8' or [enr_rep_preg_live] = '9' or [enr_rep_preg_live] = '10'",,,,,,
enr_brth_ctrl_y,enrollment,"Birth Control ",radio,"Have you ever used birth control pills for birth control or to regulate menstrual periods?","1, Yes | 0, No | 3, Unknown",,,,,,,,RH,,,,
enr_brth_ctrl_age,enrollment,,text,"How old were you when you first started taking birth control pills?",,"age in years",integer,,,,"[enr_brth_ctrl_y] = '1'",,,,,,
enr_brth_ctrl_age_last,enrollment,,text,"How old were you when you last took birth control pills?",,"age in years",integer,,,,"[enr_brth_ctrl_y] = '1'",,RH,,,,
enr_brth_ctrl_yrs,enrollment,,radio,"How many years in total have you taken birth control pills?","1, less than 5 years | 2, 5-9 years | 3, 10-14 years | 4, 15-19 years | 5, 20-24 years | 6, 25-29 years | 7, 30-34 years | 8, 35 years or more",,,,,,"[enr_brth_ctrl_y] = '1'",,,,,,
enr_brth_ctrl_iud_y,enrollment,,radio,"Have you ever used IUDs?","1, Yes | 2, No | 3, Unknown",,,,,,,,RH,,,,
enr_brth_ctrl_iud_yrs,enrollment,,text,"How many years in total have you used an IUD?",,years,integer,,,,"[enr_brth_ctrl_iud_y] = '1'",,,,,,
enr_brth_ctrl_cdms_y,enrollment,,radio,"Have you ever used condoms during sex?","1, Yes | 0, No",,,,,,,,RH,,,,
enr_brth_ctrl_cdms_use,enrollment,,radio,"How often did you use it?","1, Always | 2, Occasionally | 3, Rarely",,,,,,"[enr_brth_ctrl_cdms_y] = '1'",,RH,,,,
enr_brth_ctrl_oth,enrollment,,text,"If you have used any contraceptives other than IUDs or oral contraceptive pills, Please specify",,,,,,,,,,,,,
enr_sexhx_age,enrollment,"Sexual History",text,"At about what age did you have your first sexual experience?",,years,integer,,,,,,,,,,
enr_sexhx_num_partner,enrollment,,text,"How many sexual partners have you had in your life time?",,,integer,,,,,,,,,,
enr_sexhx_y,enrollment,,radio,"Have you ever exchanged sex for money or other incentives? ","1, Yes | 2, No | 3, Prefer not to respond",,,,,,,,RH,,,,
enr_sexhx_std,enrollment,,radio,"Have you ever been treated for any sexually transmissible infection (STI/STD)?","1, Yes | 2, No | 3, Don't know | 4, Prefer not to respond",,,,,,,,,,,,
enr_sexhx_std_type,enrollment,,text,"If yes, please specify type of STI/STD(if known)",,,,,,,"[enr_sexhx_std] = '1'",,RH,,,,
enr_icc_scrhx_y,enrollment,"Cervical Cancer Screening History",yesno,"Are you aware of cervical cancer screening or the Pap test?",,,,,,,,,RH,,,,
enr_icc_scrhx_test_y,enrollment,,radio,"If yes, have you ever had a cervical cancer screening test? ","1, Yes | 0, No | 2, Don't know",,,,,,"[enr_icc_scrhx_y] = '1'",,RH,,,,
enr_icc_scrhx_test_type,enrollment,,radio,"If Yes, which type of screening test did you have?","1, Pap test | 2, VIA | 3, HPV DNA test | 4, Don't know the type",,,,,,"[enr_icc_scrhx_y] = '1' and [enr_icc_scrhx_test_y] = '1'",,RH,,,,
enr_icc_scrhx_test_age,enrollment,,text,"If yes, at about what age did you have your first cervical cancer screening test?",,years,integer,,,,"[enr_icc_scrhx_y] = '1' and [enr_icc_scrhx_test_y] = '1'",,RH,,,,
enr_icc_pap_hx_y,enrollment,,radio,"Have you ever been diagnosed with an abnormal pap test?","1, Yes | 0, No | 2, Don't know",,,,,,"[enr_icc_scrhx_test_type] = '1'",,RH,,,,
enr_icc_pap_hx_test_y,enrollment,,radio,"If yes, have you ever had a biopsy of your cervix or a LEEP procedure?","1, Yes | 0, No | 2, Don't know",,,,,,"[enr_icc_pap_hx_y] = '1'",,RH,,,,
enr_icc_pap_hx_tmt,enrollment,,radio,"What other treatment have you ever received for abnormal Pap?","1, Cryotherapy | 2, Cone biopsy | 3, Hysterectomy | 4, Don't know | 99, Other",,,,,,"[enr_icc_pap_hx_y] = '1'",,RH,,,,
enr_icc_pap_hx_tmt_oth,enrollment,,text,"If Other, Please specify",,,,,,,"[enr_icc_pap_hx_tmt] = '99'",,RH,,,,
enr_icc_hpv_y,enrollment,"Risk Factors for Invasive Cervical Cancer",radio,"Human Papilloma Virus(HPV)?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
enr_icc_chly_y,enrollment,,radio,Chlamydia?,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
enr_icc_tobacco_life,enrollment,,yesno,"In your entire life, have you smoked 100 or more cigarettes?",,,,,,,,,RH,,,,
enr_icc_tobacco_y,enrollment,,radio,"Current tobacco use? (Choose ""yes"" even if you only smoke occassionally.)","1, Yes | 0, No",,,,,,,,RH,,,,
enr_icc_tobacco_avg_day,enrollment,,text,"On average, about how many cigarettes a day do you smoke?  (If less than 1 cigarette per day, put 0.5)",,,number,,,,"[enr_icc_tobacco_y] = '1'",,RH,,,,
enr_icc_tobacco_reg,enrollment,,text,"At what age did you first start smoking regularly?",,,integer,,,,"[enr_icc_tobacco_y] = '1'",,RH,,,,
enr_icc_tobacco_yr,enrollment,,text,"How many years have you smoked, not counting time periods when you had quit?",,years,integer,,,,"[enr_icc_tobacco_y] = '1'",,RH,,,,
enr_icc_tobacco_q_age,enrollment,,text,"How old were you the last time when you quit smoking cigarettes?",,years,integer,,,,"[enr_icc_tobacco_y] = '0'",,RH,,,,
enr_packyr,enrollment,,text,"Pack-year history",,"Enter numbers only",integer,0,,,"[enr_icc_tobacco_y] = '1'",,RH,,,,
enr_icc_tobacco_prtnr,enrollment,,yesno,"Do you live with a partner who smoke cigarettes?",,,,,,,,,RH,,,,
enr_hcc_alcohol_y,enrollment,,radio,"Current alcohol use?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
enr_alcohol_yrs,enrollment,,text,"Alcohol duration in years",,"Enter numbers only",integer,0,,,"[enr_hcc_alcohol_y] = '1'",,RH,,,,
enr_icc_iccfhx_y,enrollment,,radio,"Family history of ICC?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
enr_icc_iccfhx_rel,enrollment,"Relative 1",radio,"If yes, relationship","1, Mother | 2, Sister | 3, Aunt | 4, Daughter | 5, Grandmother | 99, Other",,,,,,"[enr_icc_iccfhx_y] = '1'",,,,,,
end_icc_iccfhx_rel_oth,enrollment,,text,"If Other, Please specify",,,,,,,"[enr_icc_iccfhx_y] = '1' and [enr_icc_iccfhx_rel] = '99'",,RH,,,,
enr_icc_iccfhx_yr,enrollment,,text,"Year of Diagnosis",,"four digit year",integer,,,,"[enr_icc_iccfhx_y]= '1'",,RH,,,,
enr_icc_iccfhx_hos,enrollment,,text,"Hospital where diagnosed?",,,,,,,"[enr_icc_iccfhx_y] = '1'",,RH,,,,
enr_icc_iccfhx_rel_2,enrollment,"Relative 2",radio,"If yes, relationship","1, Mother | 2, Sister | 3, Aunt | 4, Daughter | 5, Grandmother | 99, Other",,,,,,"[enr_icc_iccfhx_y] = '1'",,,,,,
end_icc_iccfhx_rel_2_oth,enrollment,,text,"If Other, Please specify",,,,,,,"[enr_icc_iccfhx_y] = '1' and [enr_icc_iccfhx_rel_2] = '99'",,RH,,,,
enr_icc_iccfhx_yr_2,enrollment,,text,"Year of Diagnosis",,"four digit year",integer,,,,"[enr_icc_iccfhx_y]= '1'",,RH,,,,
enr_icc_iccfhx_hos_2,enrollment,,text,"Hospital where diagnosed?",,,,,,,"[enr_icc_iccfhx_y] = '1'",,RH,,,,
enr_icc_iccfhx_rel_3,enrollment,"Relative 3",radio,"If yes, relationship","1, Mother | 2, Sister | 3, Aunt | 4, Daughter | 5, Grandmother | 99, Other",,,,,,"[enr_icc_iccfhx_y] = '1'",,,,,,
end_icc_iccfhx_rel_3_oth,enrollment,,text,"If Other, Please specify",,,,,,,"[enr_icc_iccfhx_y] = '1' and [enr_icc_iccfhx_rel_3] = '99'",,RH,,,,
enr_icc_iccfhx_yr_3,enrollment,,text,"Year of Diagnosis",,"four digit year",integer,,,,"[enr_icc_iccfhx_y]= '1'",,RH,,,,
enr_icc_iccfhx_hos_3,enrollment,,text,"Hospital where diagnosed?",,,,,,,"[enr_icc_iccfhx_y] = '1'",,RH,,,,
enr_hpv_hpvimm,enrollment,"HPV Immunizations",radio,"HPV Immunization series administered?","1, Complete | 0, Incomplete | 2, Never received HPV vaccines | 3, Unknown",,,,,,,,,,,,
enr_comorbid_malig_y,enrollment,,radio,"Malignancy other than ICC?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
enr_comorbid_malig_type,enrollment,,text,"Malignancy type?",,,,,,,"[enr_comorbid_malig_y] = '1'",,RH,,,,
enr_oth_diab,enrollment,"Other Medical Conditions",yesno,"Diabetes Mellitus",,,,,,,,,RH,,,,
enr_oth_htn,enrollment,,yesno,Hypertension,,,,,,,,,RH,,,,
enr_oth_kid_dis,enrollment,,yesno,"Kidney Disease",,,,,,,,,RH,,,,
enr_oth_med_con,enrollment,,text,"If Other, Please specify",,,,,,,,,RH,,,,
hiv_text_1,hiv_diagnosis,,descriptive,"Please fill the following questions at the time (baseline or subsequent visit) a patient is diagnosed with HIV.",,,,,,,,,,,,,
hiv_year,hiv_diagnosis,,text,"Year of HIV diagnosis",,,integer,1920,2025,,,,,,,,
hiv_cd4_initial,hiv_diagnosis,,text,"Pre-ART CD4 T-Cell Count",,,number,0,1500,,,,,,,,
hiv_aids_y,hiv_diagnosis,,radio,"AIDS Diagnosis","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
hiv_who,hiv_diagnosis,,radio,"Pre-ART WHO Stage","1, 1 | 2, 2 | 3, 3 | 4, 4",,,,,,,,RH,,,,
hiv_prioroi_y,hiv_diagnosis,,radio,"Prior Opportunistic Infections","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
hiv_text_2,hiv_diagnosis,,descriptive,"OI/AIDS Defining Illness(es)",,,,,,,,,,,,,
hiv_pjp_y,hiv_diagnosis,,radio,PJP,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
hiv_mac_y,hiv_diagnosis,,radio,MAC,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
hiv_cmv_y,hiv_diagnosis,,radio,CMV,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
hiv_pml_y,hiv_diagnosis,,radio,PML,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
hiv_candida_y,hiv_diagnosis,,radio,Candidiasis,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
hiv_crypto_y,hiv_diagnosis,,radio,Cryptococcosis,"1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
hiv_nhl_y,hiv_diagnosis,,radio,"Non-Hodgkins Lymphoma","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
hiv_ks_y,hiv_diagnosis,,radio,"Kaposis Sarcoma","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
hiv_ade_other,hiv_diagnosis,,text,"Other ADE",,,,,,,,,RH,,,,
icc_diag_d,icc_diagnosis,"ICC Diagnosis",text,"Date of ICC diagnosis",,,date_ymd,,,,,,,,,,
icc_diag_figo_version,icc_diagnosis,"FIGO Staging",radio,"FiGO version","1, 2009 | 2, 2018",,,,,,,,,,,,
icc_diag_figo_stg_2009,icc_diagnosis,,radio,"FIGO Staging (2009) at the time of Diagnosis","1, I       - The carcinoma is strictly conﬁned to the cervix (extension to the corpus would be disregarded). | 2, IA     -  Invasive carcinoma which can be diagnosed only by microscopy, with deepest invasion ≤5 mm and largest extension ≥7 mm. | 3, IA1   - Measured stromal invasion of ≤3.0 mm in depth and extension of ≤7.0 mm. | 4, IA2   - Measured stromal invasion of >3.0 mm and not >5.0 mm with an extension of not >7.0 mm. | 5, IB     - Clinically visible lesions limited to the cervix uteri or pre-clinical cancers greater than stage IA * | 6, IB1   - Clinically visible lesion ≤4.0 cm in greatest dimension. | 7, IB2   - Clinically visible lesion >4.0 cm in greatest dimension. | 8, II      - Cervical carcinoma invades beyond the uterus, but not to the pelvic wall or to the lower third of the vagina. | 9, IIA    - Without parametrial invasion. | 10, IIA1 - Clinically visible lesion ≤4.0 cm in greatest dimension. | 11, IIA2 - Clinically visible lesion >4 cm in greatest dimension. | 12, IIB   - With obvious parametrial invasion. | 13, III    - The tumor extends to the pelvic wall and/or involves lower third of the vagina and/or causes hydronephrosis or non-functioning kidney ** | 14, IIIA  - Tumor involves lower third of the vagina, with no extension to the pelvic wall. | 15, IIIB  - Extension to the pelvic wall and/or hydronephrosis or non-functioning kidney. | 16, IV    - The carcinoma has extended beyond the true pelvis or has involved (biopsy proven) the mucosa of the bladder or rectum. A bullous edema, as such, does not permit a case to be allotted to Stage IV. | 17, IVA  - Spread of the growth to adjacent organs. | 18, IVB  - Spread to distant organs.",,,,,,"[icc_diag_figo_version] = '1'",,,,,,
icc_diag_figo_stg_2018,icc_diagnosis,,radio,"FIGO Staging (2018) at the time of Diagnosis","1, I       - The carcinoma is strictly conﬁned to the cervix (extension to the uterine corpus should be disregarded). | 2, IA     - Invasive carcinoma that can be diagnosed only by microscopy, with maximum depth of invasion <5 mm2 | 3, IA1   - Measured stromal invasion <3 mm in depth. | 4, IA2   - Measured stromal invasion ≥3 mm and <5 mm in depth. | 5, IB     - Invasive carcinoma with measured deepest invasion ≥5 mm (greater than Stage IA), lesion limited to the cervix uteri. | 6, IB1   - Invasive carcinoma ≥5 mm depth of stromal invasion, and <2 cm in greatest dimension. | 7, IB2   - Invasive carcinoma ≥2 cm and <4 cm in greatest dimension. | 8, IB3   - Invasive carcinoma ≥4 cm in greatest dimension. | 9, II      - The carcinoma invades beyond the uterus, but has not extended onto the lower third of the vagina or to the pelvic wall. | 10, IIA    - Involvement limited to the upper two- thirds of the vagina without parametrial involvement. | 11, IIA1 - Invasive carcinoma <4 cm in greatest dimension. | 12, IIA2 - Invasive carcinoma ≥4 cm in greatest dimension. | 13, IIB   - With parametrial involvement but not up to the pelvic wall. | 14, III    - The carcinoma involves the lower third of the vagina and/or extends to the pelvic wall and/or causes hydronephrosis or nonfunction-ing kidney and/or involves pelvic and/or para- aortic lymph nodes. | 15, IIIA  - The carcinoma involves the lower third of the vagina, with no extension to the pelvic wall. | 16, IIIB  - Extension to the pelvic wall and/or hydronephrosis or nonfunctioning kidney (unless known to be due to another cause). | 17, IIIC  - Involvement of pelvic and/or para- aortic lymph nodes, irrespective of tumor size and extent (with r and p notations). | 18, IIIC1  - Pelvic lymph node metastasis only. | 19, IIIC2  - Para- aortic lymph node metastasis. | 20, IV    - The carcinoma has extended beyond the true pelvis or has involved (biopsy proven) the mucosa of the bladder or rectum. (A bullous edema, as such, does not permit a case to be allotted to Stage IV). | 21, IVA  - Spread to adjacent pelvic organs. | 22, IVB  - Spread to distant organs.",,,,,,"[icc_diag_figo_version] = '2'",,,,,,
icc_diag_t_stg,icc_diagnosis,"TNM staging",radio," T - Primary tumour","0, T0 - No evidence of Tumor | 1, T1 | 2, T1a | 3, T1a1 | 4, T1a2 | 5, T1b | 6, T1b2 | 7, T2 | 8, T2a | 9, T2a1 | 10, T2a2 | 11, T2b | 12, T3 | 13, T3a | 14, T3b | 15, T4 | 16, Any T | 17, TX - Primary Tumor cannot be assessed",,,,,,,,,,,,
icc_n_lymph_node,icc_diagnosis,,radio,"N - Regional Lymph Nodes","0, N0 - No regional lymph node metastasis | 1, N1 - Regional lymph node metastasis | 2, NX - Regional lymph nodes cannot be assessed",,,,,,,,,,,,
icc_diag_metastasis,icc_diagnosis,,radio,"M - Distant Metastasis","0, M0 - No distant metastasis | 1, M1 - Distant metastasis | 2, MX - Distant metastasis cannot be assessed",,,,,,,,,,,,
icc_diag_tumor_size_y,icc_diagnosis,"Tumor Characteristics",radio,"Tumor Size","1, Assessed | 2, Not Assessed",,,,,,,,RH,,,,
icc_diag_tumor_size,icc_diagnosis,,text,"Tumor size (in centimeters)",,"in centimeters",number,,,,"[icc_diag_tumor_size_y] = '1'",,,,,,
warning,icc_diagnosis,,descriptive,"You entered Tumor size >10 centimeters, Are you sure it is correct?","1, Squamous Cell Carcinoma
2, Adenocarcinoma
99, Other",,,,,,"[icc_diag_tumor_size] > 10",,,,,,
icc_diag_histopath_typ,icc_diagnosis,,radio,"Histopathological type of ICC","1, Squamous Cell Carcinoma | 2, Adenocarcinoma | 99, Other",,,,,,,,,,,,
icc_diag_histopath_typ_oth,icc_diagnosis,,text,"If Other, Please specify",,,,,,,"[icc_diag_histopath_typ] = '99'",,,,,,
icc_diag_tumor_grade,icc_diagnosis,,radio,"Tumor Grade  ","1, Well-differentiated | 2, Moderately differentiated | 3, Poorly differentiated",,,,,,,,,,,,
visit_intro_text,visit,,descriptive,"Please fill this form once at enrollment and then at every subsequent visit.

If this is filled as part of Aim 1 -- Only one visitIf this is filled as part of Aim 2 -- Only one visitIf this is filled as part of Aim 3 -- Multiple visits",,,,,,,,,,,,,
visit_d,visit,,text,"Visit date",,,date_ymd,2018-01-01,,,,y,,,,,
visit_hiv_y,visit,HIV,radio,"Is the patient HIV positive at time of Visit ","1, Yes | 0, No","This question is repeated in every visit form",,,,,,y,RH,,,,
visit_hiv_text,visit,,descriptive,"If the patient has an HIV diagnosis, please make sure that the HIV diagnosis and visit questions are filled",,,,,,,"[visit_hiv_y] = '1'",,,,,,
visit_ex_height,visit,"Vital Signs",text,Height,,"in cm",number,80,250,,,,RH,,,,
visit_ex_weight,visit,,text,Weight,,"in kg",number,30,,,,,RH,,,,
visit_sx_bmi,visit,,calc,BMI,roundup([visit_ex_weight]*10000/([visit_ex_height]*[visit_ex_height])),"This field is calculated no need to enter",,,,,,,RH,,,,
visit_hiv_rx_y,visit,"HIV Treatment",radio,"HIV Treatment?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
visit_hiv_rx_sd,visit,,text,"Start Date?",,"Please enter date in YYYY-MM-DD format.",,,,,"[visit_hiv_rx_y] = '1'",,RH,,,,
visit_hiv_rx_reg,visit,,radio,"Most recent Regimen","1, Tenofovir/lamivudine/efavirenz | 2, Tenofovir/emtricitabine/efavirenz | 99, Other",,,,,,"[visit_hiv_rx_y] = '1'",,,,,,
visit_hiv_rx_reg_oth,visit,,text,"If  other",,,,,,,"[visit_hiv_rx_reg] = '99'",,,,,,
visit_tmt_icc_type,visit,"ICC Treatment",radio,"Type of treatment for ICC received","1, Palliative care | 2, Extended Hysterectomy and Chemotherapy | 3, Extended Hysterectomy and Chemoradiation | 4, Chemotherapy only | 5, Chemoradiation only | 99, Other",,,,,,,,,,,,
visit_tmt_icc_oth,visit,,text,"If Other, Please specify",,,,,,,,,,,,,
visit_lab_genomicspec_y,visit,"Laboratory Testing",radio,"Specimens for Genomic analyses","1, Taken | 0, Not taken",,,,,,,,RH,,,,
visit_cpspy,visit,Colposcopy,descriptive,"For Aim 3: Specify colposcopic findings/impression at each follow up visit and attached colposcopic image for future review
",,,,,,,,,,,,,
visit_cpspy_d,visit,,text,"Date of Colposcopy",,,date_ymd,,,,,,,,,,
visit_cpspy_img,visit,,file,"Colposcopic image",,,,,,,,,,,,,
visit_cpspy_dys_grade,visit,,radio,"Colposcopy based dysplasia grade","1, HPV related changes | 2, CIN 1 | 3, CIN 2 | 4, CIN 3 | 5, Cervical Cancer",,,,,,,,,,,,
visit_dys_class,visit,,radio,"Classification of Dysplasia","1, None | 2, Mild | 3, Moderate | 4, High",,,,,,,,,,,,
visit_cervix_biopsy_y,visit,"Cervical Cancer Biopsy",yesno,"Was a Cervical Biopsy done?",,,,,,,,,RH,,,,
visit_cervix_biopsy_d,visit,,text,"Date of Biopsy",,,date_ymd,,,,,,RH,,,,
visit_biopsy_result,visit,,radio,"Biopsy results","1, CIN 1 | 2, CIN 2 | 3, CIN 3 | 4, ICC",,,,,,,,,,,,
visit_icc_y,visit,"Dysplasia and ICC status",radio,"Does the patient have ICC or CIN 2+ at time of visit?","1, Yes | 0, No","This question is repeated in every visit form",,,,y,,y,RH,,,,
visit_icc_text,visit,,descriptive,"If the patient has ICC  diagnosis, please also fill out  ICC diagnosis form.",,,,,,,"[visit_icc_y] = '1'",,,,,,
visit_dur_enr_diag,visit,,calc,"If patient has an ICC or CIN2+ diagnosis at follow up, calculate total time from enrollment to ICC diagnosis.","datediff([icc_diag_d], [enr_enroll_d], ""d"", ""ymd"")",days,,,,,,,RH,,,,
outcome_text,outcome,,descriptive,"This form is filled only for patients under the following aims, at the <u>end of the study</u>.Aim 2Aim 3",,,,,,,,,,,,,
final_completed_d,outcome,,text,"Please enter the date this form was completed",,,date_ymd,,,,,,,,,,
outcome_tmt,outcome,,radio,"What type of treatment did the patient receive? ","1, No treatment | 2, Palliative care with antibiotics, pain killers and other non-specific treatment | 3, Chemotherapy only | 4, Chemotherapy and Radiotherapy | 5, Hysterectomy and Chemotherapy | 6, Hysterectomy, Chemotherapy and Radiotherapy | 99, Other treatment",,,,,,,,,,,,
outcome_tmt_oth,outcome,,text,"If Other, Please specify",,,,,,,"[outcome_tmt] = '99'",,RH,,,,
final_death_y,outcome,,radio,"Has the patient died?","1, Yes | 0, No | 2, Unknown",,,,,,,,RH,,,,
final_death_d,outcome,,text,"Date of death",,,date_ymd,2018-01-01,,,"[final_death_y] = '1'",,RH,,,,
final_fu_d,outcome,,text,"Date of the last time the patient was known alive",,"For example contact by phone or clinic visit date",date_ymd,2018-01-01,,,"[final_death_y] = '0' or [final_death_y] = '2'",,RH,,,,
final_death_causes,outcome,,radio,"Causes of Death","1, ICC related | 99, Other",,,,,,"[final_death_y] = '1'",,LV,,,,
final_withdraw_y,outcome,,radio,"Did the patient withdraw their consent from the study?","1, Yes | 0, No",,,,,,,,RH,,,,
final_withdraw_d,outcome,,text,"Date consent withdrawn",,,date_ymd,,,,"[final_withdraw_y] = '1'",,,,,,
final_withdraw_reason,outcome,,text,"Reason for consent withdrawal",,,,,,,"[final_withdraw_y] = '1'",,,,,,
record_specimen,outcome,,yesno,"<div class=""rich-text-field-label""><p>Does this subject have an entry in specimen collection tracking REDCap database?</p></div>",,,,,,,,y,RH,,,,
exc_1,subject_exclusion_form,"<div class=""rich-text-field-label""><p style=""caret-color: #000000; text-size-adjust: auto;"">Please use this form only for enrolled subjects who become ineligible and need to be excluded from the study.</p> <p style=""caret-color: #000000; text-size-adjust: auto;"">Do any of the following exclusion criteria apply to the subject?</p></div>",yesno,"<div class=""rich-text-field-label""><p>Did the subject refuse to give sample (blood/tissue)?</p></div>",,,,,,,,,RH,,,,
exc_2,subject_exclusion_form,,yesno,"<div class=""rich-text-field-label""><p>Did the biopsy test result contradict initial diagnosis/inclusion criteria for enrollment that result in exclusion of the subject from the study?</p></div>",,,,,,,,,RH,,,,
exc_3,subject_exclusion_form,,yesno,"<div class=""rich-text-field-label""><p>Are there issues with collected samples <span style=""font-size: 14px;"">that result in exclusion of the subject from the study?</span></p></div>",,,,,,,,,RH,,,,
